evidence_domain,endpoint,canonical_unit,sampled_numeric_rows,min,p01,median,p99,max,sampling_note
pk_adme,PPB,mM,1,10.0,10.0,10.0,10.0,10.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PPB,mg/ml,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PPB,nM,3,14.0,14.06,17.0,181.64,185.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PPB,pmol,2,10.0,10.0,10.0,10.0,10.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PPB,pmolequiv/mg,6,5.0,5.0,5.0,5.0,5.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PPB,uM,4,7.0,8.5,59.5,63.94,64.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,PPB,ugml-1,2,2.3,2.677,21.15,39.623,40.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,%,37,0.0,0.0,24.0,103.28,104.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-2cm/s,11,1.92,2.0309999999999997,8.88,22.92,23.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-3cm/min,4,3.59,3.6209,6.13,21.957199999999993,22.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-3cm/s,1,1.3,1.3,1.3,1.3,1.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-4cm/s,51,0.9,0.95,2.3,5.5,5.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-5cm/s,155,0.31,0.44264000000000003,2.53,211.40600000000032,269.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-6/cm,26,0.1,0.125,35.0,44.0,44.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-6/s,1,26.0,26.0,26.0,26.0,26.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-6cm,2,14.0,14.03,15.5,16.97,17.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-6cm/min,11,1.0,1.03,7.5,25.9,26.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-6cm/s,4531,0.0,0.010600000000000009,9.0,77.20999999999994,225.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-6cm/s2,8,2.9,2.9699999999999998,5.6,14.388,14.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-6m/s,2,1.0,1.078,4.9,8.722000000000001,8.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-6nanometer/s,16,0.7,0.745,4.949999999999999,17.85,18.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-7cm/s,112,0.0,0.0,9.254999999999999,734.2600000000001,764.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-8cm/s,20,0.9,0.919,6.4,49.441999999999986,51.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-8m/s,4,6.0,7.23,61.0,76.94,77.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'-9cm/s,1,4.77,4.77,4.77,4.77,4.77,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10'6cm/s,183,0.002,0.015,3.5,93.05440000000019,263.55,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10-6cm/s,11,6.74,6.882000000000001,30.2,78.94000000000001,82.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10-6cms-1,3,4.2,4.276,8.0,15.252,15.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10^-10cm/s,6,0.3,0.318,0.77,0.9295000000000001,0.93,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10^-5cm/min,3,15.0,15.768,53.4,112.788,114.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10^-5cm/s,58,0.0,0.0,1.615,13.777,16.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10^-6/cm,4,16.0,16.06,20.0,34.61,35.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10^-6cm/s,5820,-5.07,0.002,7.984999999999999,254.2411000000041,1737.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10^-6cm2/s,1,5.2,5.2,5.2,5.2,5.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10^-7cm/s,45,0.3,0.3,65.0,800.0,800.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10^-8cm/s,54,0.4,0.506,5.8,67.92699999999999,75.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10^-9cm/s,12,0.15,0.15,0.41000000000000003,0.8335,0.85,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10^6cm/s,63,0.2,0.24960000000000002,4.87,45.04000000000002,50.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10^7cm/s,50,0.14,0.16940000000000002,2.6,37.71299999999999,40.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,10e-6cms-1,23,0.1,0.1,4.97,36.0,36.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,cm'-6/s,4,3.1,3.178,15.25,37.604,38.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,cm/s,103,0.042,0.05,9.0,119.80000000000004,120.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,cm/s*10e6,119,0.02,0.02836,11.0,412.999999999999,770.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,cm2/sec,1,15.1,15.1,15.1,15.1,15.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,cmmin-1,8,35100.0,35639.0,94450.0,15884829.999999994,17070000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,cms-1,135,1e-07,2e-07,26.6,94299999.99999999,119000000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,microg/cm2,1,2.49,2.49,2.49,2.49,2.49,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,microg/cm3,1,1.22,1.22,1.22,1.22,1.22,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,nanometer/sec,1,448.0,448.0,448.0,448.0,448.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,nm/s,3053,0.0,0.003835999999999998,81.0,1416.6800000000003,437544.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,nmol/sec,3,0.12,0.1624,2.24,2.3771999999999998,2.38,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,nms-1,29,0.51,0.9272,50.0,510.0,510.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,uM,2,13.0,14.31,78.5,142.69,144.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,ucm,6,1.1,1.1300000000000001,4.2,5.788,5.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,ucm/s,4258,0.0,0.04,7.9,75.6010000000002,2087.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,ul/hr/cm2,70,7.4,11.126000000000001,126.5,262.03000000000003,271.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,ul/min.mg,1,266.0,266.0,266.0,266.0,266.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,um/s,5,0.1,0.29600000000000004,6.8,29.6,30.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp,umol/l/s,6,24.2,24.625,39.75,58.585,58.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp A to B (mean),10e-6cm/s,30,0.0316,0.0316,0.09265000000000001,2.2641000000000013,2.76,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp A to B (mean),1e-6cm/s,244,0.0,0.090267,1.605,24.434999999999963,31.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp A to B plus inhibitor (mean),10e-6cm/s,30,0.01,0.016554,0.3085,4.4926,4.51,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp B to A (mean),10e-6cm/s,30,0.021,0.02593,3.8,8.0396,8.26,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp B to A (mean),1e-6cm/s,64,0.157,0.43609,10.5,26.358999999999998,26.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp B to A plus inhibitor (mean),10e-6cm/s,30,0.01,0.013479999999999999,2.6,6.7,6.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papp e-6,cms-1,8,2.0,2.7560000000000002,24.9,67.475,69.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Papps,cms-1,7,2.1e-06,2.13e-06,5.2e-06,9.546e-06,9.6e-06,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pc,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pc,cms-1,65,1.4e-08,1.4e-08,0.0001,470559999.99999976,756000000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pc,nms-1,36,5.1,7.865,41.0,190.24999999999991,213.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pcaco2,cms-1,14,40000.0,45200.0,3275000.0,36832999.999999985,38900000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pe,10e-6cms-1,11,5.0,5.24,17.0,30.700000000000003,31.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,%,4,10.0,10.0,10.0,10.0,10.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,10'-3cm/min,5,2.32,2.3468,3.25,4.514799999999999,4.56,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,10'-4cm/s,13,0.27,0.4416,3.75,6.636,6.69,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,10'-5cm/s,25,1.0,1.012,2.3,10.823999999999996,11.28,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,10'-6cm/s,1028,0.0,0.003,5.3,122.65800000000026,2267.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,10'-7cm/s,29,0.003,0.0035600000000000002,0.13,8.336399999999994,9.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,10'-8cm/s,3,1.7,1.7428,3.84,9.2888,9.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,10^-5cm/s,2,1.734,1.73516,1.792,1.84884,1.85,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,10^-6cm/s,429,0.0,2.8000000000000027e-05,4.6,54.175999999999824,67.24,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,10^-6nanometer/s,5,0.08,0.0828,0.34,0.7472,0.75,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,10^-7cm/s,12,1.07,1.1052,5.085,8.72845,8.85,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,10^-8cm/s,2,6.23,6.250100000000001,7.235,8.2199,8.24,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,cm/s,34,0.0,0.00033,0.0345,24.715200000000024,29.19,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,nm/s,155,0.0,0.0016200000000000001,26.8,660.1560000000002,739.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Peff,ucm/s,484,-6.3,-4.5,7.074999999999999,277.55900000000054,2145.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Percent remaining,%,4,5.0,5.9,45.0,87.00999999999999,88.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability,10e4*cmmin-1,4,2.0,2.0,3.35,6.252,6.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability,abcm/s,4,6e-06,6e-06,1.1e-05,1.697e-05,1.7e-05,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability,cm(10e3*hr)-1,3,0.79,0.8592000000000001,4.25,21.988,22.35,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability,cmhr-1,32,0.001,0.001,0.021,0.13690000000000002,0.14,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability,cms-1,31,1e-07,1e-07,5.8e-06,18260000.0,18800000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability,nm/s,2,147.0,147.92,193.0,238.08,239.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability,nmhr-1cm**-2,17,0.15,0.18359999999999999,7.38,174.4176,199.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability,nms-1,400,0.0,0.0,22.4,94.12199999999997,245.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability,papp*10e6cm/s,6,0.9,0.9,5.7,8.9,9.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability coefficient,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability coefficient,cms-1,22,3.62e-05,3.7817e-05,410000.0,22748999.999999996,23400000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability index,pi,2,-0.25,0.38450000000000006,31.475,62.5655,63.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability limited,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Permeability rate,nms-1,4,37.0,37.09,49.5,70.64,71.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Phospholipidosis_index,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Plasma level,ngml-1,54,22.0,25.71,450.0,3757.999999999998,4500.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Plasma level,ugml-1,22,10.0,11.26,85.0,795.6999999999999,823.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pm,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pm,/ml,1,0.25,0.25,0.25,0.25,0.25,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pm,10'-5cm/min,8,16.3,16.664,34.45,47.201,47.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pm,10^-5cm/min,33,2.7,3.66,36.9,66.50399999999999,73.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pm,10^-6cm/s,1,11.0,11.0,11.0,11.0,11.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pm,10e-5*cm/min,4,61.9,62.388999999999996,80.6,90.27499999999999,90.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pm,mg/ml,2,0.5,0.5,0.5,0.5,0.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pm,nm/s,27,1.0,1.78,278.9,1137.0999999999992,1271.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pm,ucm/s,1,0.87,0.87,0.87,0.87,0.87,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Potency,nM,16203,0.4,7.116000000000008,10000.0,35481.3,1778279.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Propioaldehyde generated,uM,9,0.05,0.05,0.25,3.4264,3.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Pt,cms-1,9,330000.0,336400.0,1400000.0,11840000.0,12000000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,QH,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,QH,%,258,5.6,10.513,51.95,98.0,98.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,QH,ml/min,1,1500.0,1500.0,1500.0,1500.0,1500.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Quantity,pmmg-1,3,0.48,0.49,0.98,1.2054,1.21,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,R,%,8,7.0,8.54,84.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,R%,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,R%,%,230,-1432.0,-12.681000000000001,13.1,74.0,80.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,RBA,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,RHA,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,RHA,%,24,0.0,0.0,7.4,643.64,674.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,RPF,pmnm-1,40,8.3,9.548,35.85,847.076,871.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Rate,nm(mgofprotein)-1,2,54.0,54.02,55.0,55.98,56.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Rate,nm-1min-1(mgofprotein)-1,5,0.01,0.01,0.4,0.7524,0.76,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Rate,nmmin-1(nmofcytochromep450)-1,9,0.78,0.796,3.71,4.504,4.52,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Rate,pM,21,48.0,48.2,1253.0,204040.0000000001,229400.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Rate,pmmin-1(mgofprotein)-1,2,27.0,28.42,98.0,167.58,169.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Rate of formation,nm(mgofprotein)-1,5,0.7,0.772,5.9,58.16,60.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Rate of formation,pmmin-1(mgofprotein)-1,20,32.0,35.211,84.9,1979.489999999998,2270.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Rate of hydrolysis,nmmin-1mg-1,27,0.0,0.0,0.273,3.3884,3.43,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Rate of metabolism,pm/mg/minute,1,800.0,800.0,800.0,800.0,800.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Rate of oxidation,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio,%,45,0.0,0.0,1.04,124.92000000000002,128.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio,/min/nm,4,1.03,1.0441,2.8,8.658999999999999,8.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio,/um/min,2,0.025,0.026150000000000003,0.0825,0.13885,0.14,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio,10'-6cm/min,1,15.0,15.0,15.0,15.0,15.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio,10'2no_unit,4,0.23,0.266,2.68,11.466899999999997,11.7,exact when group <=200000; deterministic first-200000 otherwise
