dataset,task_scope,evidence_domain,endpoint,unit,relation,assay_family,observation_kind,measure_role,rows,minimum,p01,q1,median,q3,p99,maximum,mean,population_sd,iqr,quantile_method
observations,,pk_adme,Fu,ng/g,=,other_bioactivity,experimental_summary,exact_value,11,0.050000000000000003,0.36500000000000005,12.82,33.100000000000001,1625.1499999999999,4649.6000000000004,4750,1079.5172727272727,1759.6610021875904,1612.3299999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,ng/mL,<,other_bioactivity,experimental_summary,upper_censor_bound,2,2.5,2.6749999999999998,6.875,11.25,15.625,19.824999999999999,20,11.25,8.75,8.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,ng/mL,=,other_bioactivity,experimental_summary,exact_value,14,1.0600000000000001,1.1653,8.7249999999999996,15.550000000000001,47.575000000000003,305.7969999999998,340,46.695,84.419614405827332,38.850000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,nmol/g,=,other_bioactivity,experimental_summary,exact_value,3,0.0028,0.012944000000000001,0.25640000000000002,0.51000000000000001,0.72499999999999998,0.93140000000000001,0.93999999999999995,0.48426666666666662,0.38304274203047139,0.46859999999999996,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,nmol/kg,=,other_bioactivity,experimental_summary,exact_value,1,25.699999999999999,25.699999999999999,25.699999999999999,25.699999999999999,25.699999999999999,25.699999999999999,25.699999999999999,25.699999999999999,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,uM,=,other_bioactivity,experimental_summary,exact_value,38,0.012999999999999999,0.01559,0.20000000000000001,0.61499999999999999,1.8500000000000001,24.292900000000003,24.600000000000001,2.6293157894736843,5.6743502392008827,1.6500000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,ugml-1,=,other_bioactivity,experimental_summary,exact_value,4,0.80000000000000004,0.81800000000000006,1.25,1.8149999999999999,2.5724999999999998,3.5588999999999995,3.6000000000000001,2.0074999999999998,1.0503184041042035,1.3224999999999998,exact_linear_order_statistics_disk_backed
observations,,pk_adme,GI,%,=,pk_adme,experimental_summary,exact_value,1,100,100,100,100,100,100,100,100,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,GI50,nM,=,pk_adme,experimental_summary,exact_value,19,3300,3498,25300,47000,99200,122676,123000,58984.210526315786,40551.426260307453,73900,exact_linear_order_statistics_disk_backed
observations,,pk_adme,GI50,nM,>,pk_adme,experimental_summary,lower_censor_bound,22,100000,100000,125000,125000,125000,500000,500000,154545.45454545456,109657.61892558927,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,GT rate,nmmin-1(mgofprotein)-1,<,pk_adme,experimental_summary,upper_censor_bound,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,GT rate,nmmin-1(mgofprotein)-1,=,pk_adme,experimental_summary,exact_value,25,0,0,0.02,0.059999999999999998,0.17499999999999999,12.49599999999997,16,0.84340000000000004,3.1154170571530226,0.155,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Glucuronidation,nmol/min/mg,=,pk_adme,experimental_summary,exact_value,9,0.01,0.01,0.02,0.040000000000000001,0.16,0.8448,0.90000000000000002,0.16222222222222221,0.26922843575165673,0.14000000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Glucuronidation rate,nmmin-1mg-1,=,pk_adme,experimental_summary,exact_value,8,0.0060000000000000001,0.0064200000000000004,0.021750000000000002,0.044999999999999998,0.082250000000000004,0.23497999999999997,0.24099999999999999,0.073374999999999996,0.076959303368728596,0.060499999999999998,exact_linear_order_statistics_disk_backed
observations,,pk_adme,HEPG2TOX ASSAY - CC50,uM,<,pk_adme,experimental_summary,upper_censor_bound,2,0.012800000000000001,0.012800000000000001,0.012800000000000001,0.012800000000000001,0.012800000000000001,0.012800000000000001,0.012800000000000001,0.012800000000000001,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,HEPG2TOX ASSAY - CC50,uM,=,pk_adme,experimental_summary,exact_value,11918,-3,0.028868000000000001,2.5425,4.3200000000000003,6.9000000000000004,10.682999999999993,15.4,4.6921229149186106,2.9302884735420207,4.3574999999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,HEPG2TOX ASSAY - CC50,uM,>,pk_adme,experimental_summary,lower_censor_bound,8058,2,5.9900000000000002,10,10,10,14.800000000000001,22,9.7568950111690249,1.4859315656076943,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,HEPG2TOX ASSAY - CC90,uM,<,pk_adme,experimental_summary,upper_censor_bound,2,0.012800000000000001,0.012800000000000001,0.012800000000000001,0.012800000000000001,0.012800000000000001,0.012800000000000001,0.012800000000000001,0.012800000000000001,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,HEPG2TOX ASSAY - CC90,uM,=,pk_adme,experimental_summary,exact_value,11918,-3,0.028868000000000001,2.5425,4.3200000000000003,6.9000000000000004,10.682999999999993,15.4,4.6921229149186106,2.9302884735420207,4.3574999999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,HEPG2TOX ASSAY - CC90,uM,>,pk_adme,experimental_summary,lower_censor_bound,8058,2,5.9900000000000002,10,10,10,14.800000000000001,22,9.7568950111690249,1.4859315656076943,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Hepatocyte stability,ul/min/10e6cells,=,pk_adme,experimental_summary,exact_value,6,3,3.2000000000000002,8.25,13.5,23.25,26.949999999999999,27,15,8.9628864398325003,15,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IC,uM,=,pk_adme,experimental_summary,exact_value,29,18,19.120000000000001,31,58,88,180,180,67.103448275862064,41.141760668061053,57,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IC,uM,>,pk_adme,experimental_summary,lower_censor_bound,3,300,300,300,300,300,300,300,300,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IC50,nM,<,pk_adme,experimental_summary,upper_censor_bound,1410,0.001,0.5,50,200,500,200000,500000,6133.5863762411345,36335.559611556622,450,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IC50,nM,<=,pk_adme,experimental_summary,upper_censor_bound,177,10,10,11,11,11,20000,20000,778.04519774011294,3732.3741082363208,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IC50,nM,=,pk_adme,experimental_summary,exact_value,34467,0,0.44,52,770,8875,449436.74899999815,50000000000,2265694.8984476505,270185294.71205866,8823,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IC50,nM,>,pk_adme,experimental_summary,lower_censor_bound,9295,10,100,10000,25000,50000,1000000,10000000,96953.990176438951,671743.25431474764,40000,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IC50,nM,>=,pk_adme,experimental_summary,lower_censor_bound,37,260,3766.4000000000001,19000,30000,100000,400000,400000,109439.45945945945,155792.84946894631,81000,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IC50,nM,interval,pk_adme,experimental_summary,lower_censor_bound,85,0.5,0.5,0.5,1,10,46.639999999999986,50,4.4694117647058818,8.5300992826359465,9.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IC50,nM,interval,pk_adme,experimental_summary,upper_censor_bound,85,1,1,1,3,15,100,100,25.810588235294119,39.119900227015229,14,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IC80,nM,=,pk_adme,experimental_summary,exact_value,1,2095,2095,2095,2095,2095,2095,2095,2095,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IC90,nM,=,pk_adme,experimental_summary,exact_value,29,10,11.120000000000001,24,41,83,1050.9599999999987,1406,95.103448275862064,249.75247675104606,59,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ID50,M,=,pk_adme,experimental_summary,exact_value,4,9.9999999999999995e-07,2.4700000000000001e-06,3.7750000000000003e-05,6.5000000000000008e-05,8.4375000000000004e-05,9.6974999999999999e-05,9.7499999999999998e-05,5.7124999999999999e-05,3.658615687661114e-05,4.6625000000000002e-05,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ID50,M,>,pk_adme,experimental_summary,lower_censor_bound,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ID50,mg.kg-1,=,pk_adme,experimental_summary,exact_value,16,0.025000000000000001,0.11724999999999999,1.925,6.5,37.5,74.25,75,22.091562499999998,26.42342247649032,35.575000000000003,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ID50,ugml-1,=,pk_adme,experimental_summary,exact_value,2,0.5,0.51000000000000001,0.75,1,1.25,1.49,1.5,1,0.5,0.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ID50,ugml-1,>,pk_adme,experimental_summary,lower_censor_bound,1,500,500,500,500,500,500,500,500,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ID50,umol,=,pk_adme,experimental_summary,exact_value,12,0.035000000000000003,0.041270000000000001,0.23625000000000002,0.57499999999999996,1.2475000000000001,7.4304000000000023,7.7999999999999998,1.4793333333333332,2.2315183296481247,1.01125,exact_linear_order_statistics_disk_backed
observations,,pk_adme,INH,10'-4/min,=,pk_adme,experimental_summary,exact_value,9,8,8.4000000000000004,22,38,76,93.120000000000005,94,48.333333333333336,30.003703475108239,54,exact_linear_order_statistics_disk_backed
observations,,pk_adme,INH,10'-4m,=,pk_adme,experimental_summary,exact_value,2,25,25.129999999999999,28.25,31.5,34.75,37.869999999999997,38,31.5,6.5,6.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,INH,10'-5m,=,pk_adme,experimental_summary,exact_value,2,23,23.039999999999999,24,25,26,26.960000000000001,27,25,2,2,exact_linear_order_statistics_disk_backed
observations,,pk_adme,INH,10'-7m,=,pk_adme,experimental_summary,exact_value,5,9,11.039999999999999,60,76,82,92.560000000000002,93,64,29.49576240750525,22,exact_linear_order_statistics_disk_backed
observations,,pk_adme,INH,10'-8m,=,pk_adme,experimental_summary,exact_value,8,11,11.56,27.25,31,50.25,69.810000000000002,71,37,18.405162319305962,23,exact_linear_order_statistics_disk_backed
observations,,pk_adme,INH,nM,=,pk_adme,experimental_summary,exact_value,4,7,7.0300000000000002,7.75,8.5,10.5,14.819999999999999,15,9.75,3.1124748994971831,2.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,INH,pmol,=,pk_adme,experimental_summary,exact_value,1,3.6000000000000001,3.6000000000000001,3.6000000000000001,3.6000000000000001,3.6000000000000001,3.6000000000000001,3.6000000000000001,3.6000000000000001,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,INH,uM,=,pk_adme,experimental_summary,exact_value,83,0.040000000000000001,0.13020000000000001,0.98499999999999999,4,15.1,187.57999999999794,418,17.365180722891566,49.4365423685039,14.115,exact_linear_order_statistics_disk_backed
observations,,pk_adme,INH,uM,>,pk_adme,experimental_summary,lower_censor_bound,94,10,10,20,20,30,100,100,27.553191489361701,20.404743410398059,10,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IP,nm/s,<,pk_adme,experimental_summary,upper_censor_bound,1,15,15,15,15,15,15,15,15,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,IZ,mM,=,pk_adme,experimental_summary,exact_value,2,9,9,9,9,9,9,9,9,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Imax,%,=,pk_adme,experimental_summary,exact_value,11,20,21.100000000000001,40,56,99.5,109,110,64.74545454545455,30.552380167252053,59.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Inflection point,nm/s,=,pk_adme,experimental_summary,exact_value,3,20,20.760000000000002,39,58,94.5,129.53999999999999,131,69.666666666666671,46.060346889222998,55.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Inhibition,%,<,pk_adme,experimental_summary,upper_censor_bound,420,1,5,10,15,50,53,75.200000000000003,25.754047619047622,18.844230083139603,40,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Inhibition,%,<=,pk_adme,experimental_summary,upper_censor_bound,22,0,0,5,10,10.75,90,90,17.681818181818183,24.406382108032844,5.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Inhibition,%,=,pk_adme,experimental_summary,exact_value,9554,-229.44999999999999,-23.079900000000002,11,33,67.950000000000003,108,1000,39.716136079233827,36.393778705498214,56.950000000000003,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Inhibition,%,>,pk_adme,experimental_summary,lower_censor_bound,132,25,25,50,80,90,100,100,71.159090909090907,20.139975905561155,40,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Inhibition,%,>=,pk_adme,experimental_summary,lower_censor_bound,79,38,38,70,80,80,80,80,74.303797468354432,10.467979421749463,10,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Inhibition,%,interval,pk_adme,experimental_summary,lower_censor_bound,97,-2,0.016000000000000014,1,47,50,87.119999999999976,90,28.317319587628869,26.159879035765908,49,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Inhibition,%,interval,pk_adme,experimental_summary,upper_censor_bound,97,0,1.536,50,61.600000000000001,80,97.079999999999984,99,60.63061855670103,24.366163365272762,30,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Intact,%,=,pk_adme,experimental_summary,exact_value,3,73,73,73,73,73,73,73,73,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Iron mobilization,%,=,pk_adme,experimental_summary,exact_value,10,4.5,4.8545999999999996,12,23.899999999999999,52.975000000000001,60.003999999999998,60.399999999999999,30.463999999999999,21.284596871916555,40.975000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Jss,ug/cm2.hr,=,pk_adme,experimental_summary,exact_value,10,0.059999999999999998,0.0717,0.25750000000000001,1,1.8,10.766400000000001,11.49,2.1019999999999999,3.2781574092773527,1.5425,exact_linear_order_statistics_disk_backed
observations,,pk_adme,K,/hr,<,pk_adme,experimental_summary,upper_censor_bound,1,0.00089999999999999998,0.00089999999999999998,0.00089999999999999998,0.00089999999999999998,0.00089999999999999998,0.00089999999999999998,0.00089999999999999998,0.00089999999999999998,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,K,/hr,=,pk_adme,experimental_summary,exact_value,7,0.0047999999999999996,0.0064919999999999995,0.066000000000000003,0.109,0.20000000000000001,0.27700000000000002,0.28000000000000003,0.13225714285714288,0.093005665835749041,0.13400000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,K,/min,=,pk_adme,experimental_summary,exact_value,76,0.00080000000000000004,0.00087500000000000002,0.0069750000000000003,0.015349999999999999,0.035000000000000003,0.31367499999999998,0.31509999999999999,0.034706578947368422,0.060264810377826182,0.028025000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,K,10'-1/min,=,pk_adme,experimental_summary,exact_value,4,0.01379,0.0141251,0.0221675,0.026689999999999998,0.030019999999999998,0.034627999999999992,0.034819999999999997,0.025497499999999999,0.0076289657719772197,0.0078524999999999984,exact_linear_order_statistics_disk_backed
observations,,pk_adme,K,10'-5/s,=,pk_adme,experimental_summary,exact_value,4,7.0800000000000001,7.0803000000000003,7.0875000000000004,8.3200000000000003,12.3375,20.365499999999997,20.699999999999999,11.105,5.6303396877985961,5.25,exact_linear_order_statistics_disk_backed
observations,,pk_adme,K,10'-7/s,=,pk_adme,experimental_summary,exact_value,4,2.4700000000000002,2.4934000000000003,3.0550000000000002,4.5800000000000001,13.432500000000001,35.09729999999999,36,11.907500000000001,13.96815373447758,10.377500000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,K,micromol/min,=,pk_adme,experimental_summary,exact_value,1,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,K,min,=,pk_adme,experimental_summary,exact_value,5,0.0076699999999999997,0.0077299999999999999,0.0091699999999999993,0.0134,0.019400000000000001,0.28973599999999999,0.30099999999999999,0.070127999999999996,0.11550771046125016,0.010230000000000001,exact_linear_order_statistics_disk_backed
