structure_id,series_id,similarity_cluster_id,similarity_cluster_size,similarity_cluster_representative
STR-B9EA30DEB7647D41BA70,SER-6F3389DAFB00746E,CLU-61135314109238DB,23,STR-AB1714536DDACDAFACEC
STR-BA42992F4D166FFC44F9,SER-B9252F96DD32F4E1,CLU-F344A50FEA6F3E90,5,STR-E64E90F663FA85F37778
STR-BA4B8BF78E2F3EDB8F63,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-BAB280176B241974F757,SER-D0CCC78DDD1F06F9,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-BAFF2FF7D3D8F1D2F783,SER-E8FAB356E73C31D0,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-BB3373616F96D1625E90,SER-01C7163C23A2198D,CLU-66F6205819F89C79,1,STR-BB3373616F96D1625E90
STR-BB5DA7F787A2FB885A08,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-BB65ACE90322DCB1AF4C,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-BB6E6551F03D8DF53FBE,SER-BF278505F68AD0A8,CLU-4B828C67B135A889,4,STR-FB00B532B01AA27CD41B
STR-BB7B1C3CD2EFE9AFE2C0,SER-AEAE080E536FEC3F,CLU-762196069417AED2,3,STR-704625FB7455957A2AA3
STR-BBDEE229539FC0F65C83,SER-842937F4D4A166D0,CLU-DFF6EB8CE47634CC,1,STR-BBDEE229539FC0F65C83
STR-BD3C32C55755152AB6D1,SER-B210E620CAC4DB11,CLU-426D02ED5BFF1983,10,STR-BD3C32C55755152AB6D1
STR-BD5E8CD3F04E20EF2036,SER-01C7163C23A2198D,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-BDA869F5010D8C8F45A3,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-BDF33E354DAE4939F700,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-BEA4E748379BECE8B5BF,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-BEF59984678C49DF2998,SER-D71646C8B89AF1C0,CLU-05771A03FDE37CAB,14,STR-142DC3F04BDF2ABC0F0A
STR-BF1214B82FC052E63D5D,SER-647213101879D186,CLU-05771A03FDE37CAB,14,STR-142DC3F04BDF2ABC0F0A
STR-BF401908AD838E3D878A,SER-D0CCC78DDD1F06F9,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-BFADD52B1F3CC9E98A32,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-BFC54DF7D74405B04BF7,SER-317158EDAD8598EE,CLU-EE35BC9038C2FF43,10,STR-ADD6623F7AD60FDD956E
STR-C07EE6A6B313BC7131B8,SER-725533906D2EDF46,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-C0C912780560E33EFE90,SER-9D75D67D737CAF6D,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-C16923E52D20199D1E6F,SER-AEAE080E536FEC3F,CLU-762196069417AED2,3,STR-704625FB7455957A2AA3
STR-C21882423633547B198F,SER-317158EDAD8598EE,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-C221EB3A1209DD6114DE,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-C24E330B171F75FD816E,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-C24FEE7237633011F0F2,SER-1425063A81B06E97,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-C388369FA2BBC8775FB4,SER-13C58FCF8A37F10D,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-C3AB20114EC3D149B3FF,SER-B210E620CAC4DB11,CLU-426D02ED5BFF1983,10,STR-BD3C32C55755152AB6D1
STR-C3D8B6AB5924C8373F29,SER-13C58FCF8A37F10D,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-C43E9CAC606D3F496EC2,SER-BA912CD03DBF5CE2,CLU-F0117CB494DDBB30,6,STR-E2BF2500F662553F3983
STR-C44F56C9778A0067D259,SER-60DE72E68A5873A2,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-C4A801F174E1E034721C,SER-B210E620CAC4DB11,CLU-426D02ED5BFF1983,10,STR-BD3C32C55755152AB6D1
STR-C52DE5B6B6E8022BCAB7,SER-B92687DE56E5CCCB,CLU-AF9A7727B04E32F9,9,STR-A50D555FBD2E6BE12E86
STR-C555A82898E9FBE8534F,SER-788354EC2A8EE709,CLU-8AC1194393FC15BF,21,STR-568E8A2EF6050316CA23
STR-C5AB0DE6D3F029BD8FF5,SER-E43EB911915056A3,CLU-7544796D1BA53F3F,9,STR-57B02C455F0090B0D259
STR-C5BD1A6A0620B892A540,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-C6579F1285FA63B28E81,SER-D837B57CD0E0B2C6,CLU-EE35BC9038C2FF43,10,STR-ADD6623F7AD60FDD956E
STR-C6C7319A2332D2316F26,SER-B212B95A94D293C5,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-C7284B226A7FB3CA10F9,SER-83F8866F756C0457,CLU-3F69D3AD245ADE81,12,STR-DA939D5F87D225304F92
STR-C7777FCF0556D85B0DAB,SER-725533906D2EDF46,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-C7F0E76CC5EC752D86FB,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-C92E86A48527711BF43C,SER-A92B484A90BD37D0,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-C948DFA16530F4445B5E,SER-8EA04E68EE83CB5B,CLU-E4738536F17D0465,3,STR-6A535B2D5967814ADC06
STR-C958B9047F1B12915566,SER-4B045AE59158B70C,CLU-C48935F2394DCE95,4,STR-F420EA9EFCC6CB3F01A3
STR-C9E0EFAEE2C6ACA45C7C,SER-647213101879D186,CLU-D7D8CB9A550B55F0,6,STR-768449AFD0A1BD14A41D
STR-CA5FBB5B185EEEDFCC44,SER-7D8EB39B423AE666,CLU-05771A03FDE37CAB,14,STR-142DC3F04BDF2ABC0F0A
STR-CAC36670E13A5F8A68CE,SER-20F67B855744F824,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-CAD50D46562C0D29D331,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-CB25E0AA22D6E282838A,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-CB65BC34DC11FA6EB615,SER-20F67B855744F824,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-CB98D7BBE456411A25E7,SER-0D1053D7501BF049,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-CBD434F7064DC5235A11,SER-D5D5779017A91B65,CLU-BB96640599B39BC3,1,STR-CBD434F7064DC5235A11
STR-CC05FA7F39995CB495AE,SER-67AB74DD685AD15D,CLU-8072DE3006AF10D6,1,STR-CC05FA7F39995CB495AE
STR-CC119FD289E2F37C242E,SER-2C608B76E00A996A,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-CC5B3077D44A183298E0,SER-A92B484A90BD37D0,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-CCECBC8279B18ADB4096,SER-2C16C2D45BAC162E,CLU-D05EB6AB0B00E296,13,STR-072FE59E687806FA7B3E
STR-CD3ABA81D633A3E66F13,SER-BD7F2116D422990C,CLU-460675747EBAD496,6,STR-B5D946FAC7CA35C5B953
STR-CD94BD50EF1121AE4E8B,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-CDBF5137E00EE2651EDD,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-CE06DD9044CE32F8232C,SER-749B22AB431B0E1A,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-CE19B64802D772BDF0B1,SER-177C616D1E5E6ED9,CLU-8EC0CFB976F81587,3,STR-D0AFB81D834FFDF24514
STR-CE20B85B4A250EC35961,SER-15156A6C7AA45A26,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-CE767B2CC0FDE9DEDE13,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-CE7B584631A9BA01C68A,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-CEC3B82DF09531954FAB,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-CF5201A5F0C9949F8EED,SER-3AF0ABA926B94A58,CLU-B7CF97F5F7173F6E,6,STR-291A8BDD78332CB7AA65
STR-CF723552A81BEA7EC32F,SER-D71DF828C6360796,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-CFD47A4A9C12D7F7E3C6,SER-AABF4AB999A5F725,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-D0AFB81D834FFDF24514,SER-4698EC3A559C34FE,CLU-8EC0CFB976F81587,3,STR-D0AFB81D834FFDF24514
STR-D1C0AC976A090EAA245E,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-D2049436E0A3A1A3ABCB,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-D2329F0EB178ECBDC6B6,SER-E3EDE43B771018A5,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-D294CA925BADF351BAE7,SER-583E6F43269B3DBD,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-D31C7512712D5C2245CC,SER-B92687DE56E5CCCB,CLU-61135314109238DB,23,STR-AB1714536DDACDAFACEC
STR-D32B5F55634E895AF4B1,SER-3F51CB276FFD432C,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-D32C4FE03E32CED2B7FB,SER-51AC2CBEEAEBFDD2,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-D3545E8919D6A24E9EFC,SER-D71DF828C6360796,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-D3A497B4DE3B2E0622F3,SER-20F67B855744F824,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-D41A5C57D5FA03036814,SER-789386810AA6A1B8,CLU-371107EAA4C97153,2,STR-0298F7259BA97653A4EC
STR-D456C0F5B6DBFC7C04B5,SER-FBD8412D03D2F209,CLU-5FD0DDB00E1E9375,12,STR-8A96AEE3549DB26F33DD
STR-D4B228AA42C515EFF74F,SER-D0CCC78DDD1F06F9,CLU-4C66778D7AF47B56,9,STR-D4B228AA42C515EFF74F
STR-D4B27E39EABBED1674BA,SER-45D381A09DD84709,CLU-FA0EB403971B266C,1,STR-D4B27E39EABBED1674BA
STR-D4CCFA73123FE6C43206,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-D517B4FC121862D9BE6F,SER-647213101879D186,CLU-D7D8CB9A550B55F0,6,STR-768449AFD0A1BD14A41D
STR-D5272C0C8993C36787C1,SER-E5C3B4E379E26764,CLU-F7B7AB21DA5A58CA,1,STR-D5272C0C8993C36787C1
STR-D5BB346CA235EBEB0149,SER-7494B81BD60FD78A,CLU-05771A03FDE37CAB,14,STR-142DC3F04BDF2ABC0F0A
STR-D5C69694B8C40CD738C2,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-D669A219C022A29B5DB1,SER-28F2E0A8B1FA2DC8,CLU-B7CF97F5F7173F6E,6,STR-291A8BDD78332CB7AA65
STR-D67FE3A87A1AC07DC7FF,SER-BF392468AE9FDA19,CLU-8AC1194393FC15BF,21,STR-568E8A2EF6050316CA23
STR-D69A42D7CD9CD1E56E5E,SER-D37E3229D338887F,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-D6B8ADC97BD5868798A4,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-D778F7E0C069C7D2FAAC,SER-A92B484A90BD37D0,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-D7B6A133DED6C54A6E85,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-D8497B8DD5B2F916727A,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-D863AF536402BD1BA1AF,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-D8A1A162FE6EB57E5B09,SER-7446706A2EA37951,CLU-B50F75D51C614346,1,STR-D8A1A162FE6EB57E5B09
STR-D8C56496AF4C9916F0F3,SER-0A8207C373DE3400,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-D8D1585BDF74480ED2A1,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-D9830BB6778F6B1CAA5F,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-D9F5F3A7160FCDC4FC6B,SER-6130AFF64594955F,CLU-025D25B15DB44393,3,STR-8FD0357B1C250F490F7A
STR-DA4F708C5ED8977F505E,SER-0A8207C373DE3400,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-DA6DE006B635E7B8ABB6,SER-BF392468AE9FDA19,CLU-8AC1194393FC15BF,21,STR-568E8A2EF6050316CA23
STR-DA810ABA63D56EF0FE8C,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-DA939D5F87D225304F92,SER-789386810AA6A1B8,CLU-3F69D3AD245ADE81,12,STR-DA939D5F87D225304F92
STR-DA9775B70707A0852196,SER-0CFBA55DF63719F3,CLU-B67275E4621D323B,8,STR-4DD88D5839EF83BB667C
STR-DAA31E2085C9B01F8A70,SER-C8E13902550B1B05,CLU-6085115AF26E9129,1,STR-DAA31E2085C9B01F8A70
STR-DADA1B47F9BA05C17134,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-DB0E19CA615A608C5F2D,SER-789386810AA6A1B8,CLU-3F69D3AD245ADE81,12,STR-DA939D5F87D225304F92
STR-DB5B02FE39EDDB48AD19,SER-789386810AA6A1B8,CLU-84D1F9832538143F,2,STR-86D1B692A1E09C06CB18
STR-DB706C2977DCEE50E09E,SER-789386810AA6A1B8,CLU-3F69D3AD245ADE81,12,STR-DA939D5F87D225304F92
STR-DB7599D364AC5B610473,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-DC00BFEB0D64455B5FD8,SER-B0E7B3E0BA4B8FBC,CLU-460675747EBAD496,6,STR-B5D946FAC7CA35C5B953
STR-DC0F93BC28332B505B19,SER-8B11BACADDC8B4B4,CLU-369E40B90B07000D,9,STR-B2BA33058BFAB9451C2F
STR-DCA3434F85B70F7DA7D4,SER-5E7D688CCCDE322E,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-DD85A44F83053A371F0B,SER-898A383C2585D819,CLU-7544796D1BA53F3F,9,STR-57B02C455F0090B0D259
STR-DDBCB16E6E8600360172,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-DDE275F18E3815C1D552,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-DE2EA720A2F505856D97,SER-C8E13902550B1B05,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-DE57A0D88EA762894E60,SER-317158EDAD8598EE,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-DE59B5A419C718336B67,SER-88731B3BA2F78491,CLU-72FA7370F023C1EA,1,STR-DE59B5A419C718336B67
STR-DF974D42229069135D77,SER-6E10F4AC8A1B9591,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-DFE431635A25C35796E2,SER-60DE72E68A5873A2,CLU-B8C438A096B51A07,1,STR-DFE431635A25C35796E2
STR-DFFE7919620276588DCE,SER-E0EE7C7514E3DE6D,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-E00A2A65334250E6910B,SER-57237C691D760FE1,CLU-EBBA158899387C81,1,STR-E00A2A65334250E6910B
STR-E06BC321EF0DF7985DE6,SER-0CFBA55DF63719F3,CLU-B67275E4621D323B,8,STR-4DD88D5839EF83BB667C
STR-E082AD0DE1F3A12CC536,SER-317158EDAD8598EE,CLU-03EE11DC352D7C71,2,STR-40FF751350DD414E6552
STR-E0F070490CE8D61ABB41,SER-20F67B855744F824,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-E1374AA2ED612B5F391C,SER-317158EDAD8598EE,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-E15050249B2D732BD2E2,SER-B92687DE56E5CCCB,CLU-AF9A7727B04E32F9,9,STR-A50D555FBD2E6BE12E86
STR-E196FA84CA797A66645C,SER-1833CA8065B4F6A3,CLU-B7CF97F5F7173F6E,6,STR-291A8BDD78332CB7AA65
STR-E1A559FB704F9D78FD76,SER-05203AD39EE59148,CLU-83E946FCC6EC0184,4,STR-3C59D20673A9FF87E080
STR-E2810CDE1AAE185A5F80,SER-AE6FA7F1AE4A84E0,CLU-7544796D1BA53F3F,9,STR-57B02C455F0090B0D259
STR-E2BF2500F662553F3983,SER-BA912CD03DBF5CE2,CLU-F0117CB494DDBB30,6,STR-E2BF2500F662553F3983
STR-E2D66C5668374E3992F5,SER-BF392468AE9FDA19,CLU-8AC1194393FC15BF,21,STR-568E8A2EF6050316CA23
STR-E3B8278C7728D509C360,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-E4F36A98E00A8B27E8BD,SER-034771967D4F78CF,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-E504CB05601073D27DA6,SER-ED5D611AF6B21CCA,CLU-44AD2716C072DCFA,1,STR-E504CB05601073D27DA6
STR-E5059C295BEFCBEAC7A4,SER-6F3389DAFB00746E,CLU-61135314109238DB,23,STR-AB1714536DDACDAFACEC
STR-E575F8E3658FABFC44D1,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-E57E8CADFAE7EC8E946F,SER-01D9803833D5DCF5,CLU-F2533F5276BBEB18,1,STR-E57E8CADFAE7EC8E946F
STR-E641EA51DCF158A5E554,SER-0D733D1B202460C0,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-E64E90F663FA85F37778,SER-6405F81075E095E8,CLU-F344A50FEA6F3E90,5,STR-E64E90F663FA85F37778
STR-E697EE7C173FF5B3D541,SER-61AC570A3F1A3EDB,CLU-3B4AF9A262953942,6,STR-15B6710D6EF043E829A9
STR-E6C9DB27889E0D91BF2B,SER-FBD8412D03D2F209,CLU-61135314109238DB,23,STR-AB1714536DDACDAFACEC
STR-E71EA49855240EBB6F7C,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-E79EEF3E7440D2C5F50E,SER-D71646C8B89AF1C0,CLU-05771A03FDE37CAB,14,STR-142DC3F04BDF2ABC0F0A
STR-E7EA8D7931BFDDAB9B7B,SER-E8FAB356E73C31D0,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-E7F31BDBEA50095CCF5A,SER-C7EDE3C058C5766A,CLU-EC7C8AAE2A8A7836,5,STR-949A51086BAD4A70A662
STR-E897A6DD984B887A023C,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-E8B47F80D16782785E9D,SER-75DEF56A62770693,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-E8E0B83CF4A1DDD8AEEB,SER-AF2464147628B005,CLU-6E2A19AAE3A87C86,1,STR-E8E0B83CF4A1DDD8AEEB
STR-E91B6B648646B754AD1D,SER-726F16AD19A1FFEA,CLU-0BFC9A76852F0D86,1,STR-E91B6B648646B754AD1D
STR-E963AE7E2CFE53ED5D83,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-E971954B90C3DF1122E8,SER-6F3389DAFB00746E,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-EA13E0E552A0CD3E6E3D,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-EABF9B602E7C57DDC695,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-EB2E5453C9E3510F4FAC,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-EB3EDBE36DF9F6873496,SER-D837B57CD0E0B2C6,CLU-EE35BC9038C2FF43,10,STR-ADD6623F7AD60FDD956E
STR-EBE5F8EBBB91D5D79ECA,SER-BF278505F68AD0A8,CLU-4B828C67B135A889,4,STR-FB00B532B01AA27CD41B
STR-EC66806C5F5D2CD819CB,SER-5E7D688CCCDE322E,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-EC9D5328307E3ED96B61,SER-789386810AA6A1B8,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-ED2163A2DFC4C94EBA76,SER-444C52E758F9EC14,CLU-8AC1194393FC15BF,21,STR-568E8A2EF6050316CA23
STR-EDA0DBA402DA3F7EB4D8,SER-647213101879D186,CLU-05771A03FDE37CAB,14,STR-142DC3F04BDF2ABC0F0A
STR-EE1ECC6B864815D20E60,SER-4D7333476A8F78FA,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-EE1FD4C7BA9FA060836F,SER-F608373AAA84A87B,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-EE2BA933FEE514B0F89F,SER-45EE69636ABF1765,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-EE40493687FAFB4EE02B,SER-0E61EF0A81CEB852,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-EF3629BE766B7858BC20,SER-1425063A81B06E97,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-EF59F4B25BA340184A39,SER-E5621C7084AB064E,CLU-E6F293FD59FCAAE0,2,STR-3B0D0745EF6A1078CAD2
STR-EFBDC82F897837532FAC,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-EFC43EF5227E2B3C49F1,SER-788354EC2A8EE709,CLU-8AC1194393FC15BF,21,STR-568E8A2EF6050316CA23
STR-F002CB3DA8E3E8ADE73A,SER-57237C691D760FE1,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-F03E892587D35D6246F0,SER-898A383C2585D819,CLU-7544796D1BA53F3F,9,STR-57B02C455F0090B0D259
STR-F0B0F7988A153B3EBBAB,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-F10D2D8306F0D924B76B,SER-01C7163C23A2198D,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-F13F9B9A1C2D18490852,SER-A8A010B003D13E62,CLU-1B7AD059C92C09B7,1,STR-F13F9B9A1C2D18490852
STR-F1E7C121ED0AA1CBD4E4,SER-67C225F56454DB64,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-F2582153AFECCA17E433,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-F27337C7FFCA9EF1AAB4,SER-8B11BACADDC8B4B4,CLU-B51E94A231067934,5,STR-B714BC7381C3BA11A1BD
STR-F2780D30E185047C1A28,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-F316B31F563C35F0560E,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-F32727EFAF81D38C7334,SER-B212B95A94D293C5,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-F334A782B734CE96FF39,SER-C8E13902550B1B05,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-F3CF2B91B4EE3E2B7CA5,SER-34097CAD672182D1,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-F3E4FB7B2DAC6DD0B0EA,SER-D0CCC78DDD1F06F9,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-F420EA9EFCC6CB3F01A3,SER-D87E7E5B08F6EA43,CLU-C48935F2394DCE95,4,STR-F420EA9EFCC6CB3F01A3
STR-F4223A1339E66808912C,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-F45BBAA26D4E2A02347B,SER-E97A40DF4B65F07B,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-F48E770257629D6757F9,SER-C9BE969E62A1CF7D,CLU-426D02ED5BFF1983,10,STR-BD3C32C55755152AB6D1
STR-F4D7C79F147C9691D2EE,SER-13C58FCF8A37F10D,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-F4FB2C42DC3E185E6101,SER-A92B484A90BD37D0,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-F51B7D171A1ED736805D,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-F56CDB449583E8311074,SER-D77CA6FACB0D17CB,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-F56D36E1BD6B0DD11077,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-F5DA1E0A219F4E851CAA,SER-ADCC0EE5F503DFED,CLU-DEC38C79778B3189,1,STR-F5DA1E0A219F4E851CAA
STR-F5F5118AE185B42AD9FA,SER-F72CBD1EFB00DD98,CLU-8EC0CFB976F81587,3,STR-D0AFB81D834FFDF24514
STR-F60A396C51FDEB446C33,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-F66D41205C14840C5977,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-F6B3210B924167EFDCBB,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-F744772A71C37D955328,SER-D56E5B916C44ABE2,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-F7D3FB282E651DA95110,SER-55C30A42270C6AFB,CLU-AF9A7727B04E32F9,9,STR-A50D555FBD2E6BE12E86
